track_id,track_name,artist_names,track_type,track_uri,track_href,spotify_url,duration_ms,popularity,explicit,track_number,played_at,features_found,match_source,id,href,isrc,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,weather_hour,latitude,longitude,station_id,observation_time,weather_time_diff_seconds,temperature_c,dewpoint_c,wind_speed_m_s,wind_direction_deg,barometric_pressure_pa,visibility_m,relative_humidity,text_description,weather_label
0yxOhm9EgkEDjAbXLyoObO,RUFF RIDE,"Samant, Lou Val",track,spotify:track:0yxOhm9EgkEDjAbXLyoObO,https://api.spotify.com/v1/tracks/0yxOhm9EgkEDjAbXLyoObO,https://open.spotify.com/track/0yxOhm9EgkEDjAbXLyoObO,156839,,False,1,2026-03-12T16:33:52.074Z,1,spotify_id,b1832de1-96ef-4c96-9c00-3ce3f45b9954,https://open.spotify.com/track/0yxOhm9EgkEDjAbXLyoObO,DGA0R2483050,0.725,0.695,0.511,0.000881,5.0,0.119,-6.789,0.0,0.0859,80.868,0.488,2026-03-12 16:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,205800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
1sDW4P9FwNREiBNtEduDDQ,Winterfalls,Terrell Morris,track,spotify:track:1sDW4P9FwNREiBNtEduDDQ,https://api.spotify.com/v1/tracks/1sDW4P9FwNREiBNtEduDDQ,https://open.spotify.com/track/1sDW4P9FwNREiBNtEduDDQ,171365,,True,1,2026-03-12T16:31:13.491Z,1,spotify_id,7fb34496-ec35-4161-85c8-b5636cbdc747,https://open.spotify.com/track/1sDW4P9FwNREiBNtEduDDQ,USLD91728774,0.848,0.49,0.478,1.27e-05,8.0,0.358,-10.029,0.0,0.696,84.882,0.406,2026-03-12 16:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,205800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
7tzgX2LHRfWmRlsbSN4pQR,Royale With Cheese,"John Travolta, Samuel L. Jackson",track,spotify:track:7tzgX2LHRfWmRlsbSN4pQR,https://api.spotify.com/v1/tracks/7tzgX2LHRfWmRlsbSN4pQR,https://open.spotify.com/track/7tzgX2LHRfWmRlsbSN4pQR,103466,,True,3,2026-03-12T16:28:21.167Z,1,spotify_id,e651e6e7-68d5-4b4c-ba33-ae98f568abf4,https://open.spotify.com/track/7tzgX2LHRfWmRlsbSN4pQR,USMC19443544,0.728,0.565,0.737,0.0,10.0,0.48,-17.0,0.0,0.497,104.926,0.223,2026-03-12 16:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,205800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
4JfpJrrGNXRj2yXm1fYV23,Lithonia,Childish Gambino,track,spotify:track:4JfpJrrGNXRj2yXm1fYV23,https://api.spotify.com/v1/tracks/4JfpJrrGNXRj2yXm1fYV23,https://open.spotify.com/track/4JfpJrrGNXRj2yXm1fYV23,179320,,True,1,2026-03-12T16:26:37.311Z,1,spotify_id,c893c796-0ef5-426a-b95c-077406e01ca4,https://open.spotify.com/track/4JfpJrrGNXRj2yXm1fYV23,USRC12402124,0.0948,0.415,0.383,0.0,1.0,0.118,-7.629,1.0,0.0287,140.102,0.172,2026-03-12 16:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,205800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
1xKGnsdKOh8jx8pzSZAgXE,5 Dollar Pony Rides,Mac Miller,track,spotify:track:1xKGnsdKOh8jx8pzSZAgXE,https://api.spotify.com/v1/tracks/1xKGnsdKOh8jx8pzSZAgXE,https://open.spotify.com/track/1xKGnsdKOh8jx8pzSZAgXE,222119,,False,4,2026-03-12T16:23:36.798Z,1,spotify_id,6dd04d5c-643b-4a8e-b07b-caf922c2c279,https://open.spotify.com/track/1xKGnsdKOh8jx8pzSZAgXE,USWB12307109,0.259,0.741,0.83,0.00748,11.0,0.116,-5.916,0.0,0.0853,95.518,0.301,2026-03-12 16:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,205800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,"Tyler, The Creator",track,spotify:track:5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/tracks/5hVghJ4KaYES3BFUATCYn0,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,190072,,True,2,2026-03-12T16:19:54.456Z,1,spotify_id,7f477ef6-7c22-4ddc-b5e4-9bd2d9834ab5,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,USQX91901111,0.23,0.554,0.498,5.98e-06,9.0,0.795,-8.866,1.0,0.0685,79.635,0.413,2026-03-12 16:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,205800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
7zTTDkkLkJ2iHAqq1daDCr,OUTTA MY MIND,Monsune,track,spotify:track:7zTTDkkLkJ2iHAqq1daDCr,https://api.spotify.com/v1/tracks/7zTTDkkLkJ2iHAqq1daDCr,https://open.spotify.com/track/7zTTDkkLkJ2iHAqq1daDCr,226005,,False,1,2026-03-12T16:16:43.460Z,1,spotify_id,f0075ee0-2e54-48f1-9085-d28ab12271d6,https://open.spotify.com/track/7zTTDkkLkJ2iHAqq1daDCr,QM24S1923795,0.066,0.689,0.463,0.000152,2.0,0.145,-8.121,0.0,0.0365,86.998,0.864,2026-03-12 16:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,205800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
5uRTAG2Fs6rQt41HwaIx53,Dadvocate,Childish Gambino,track,spotify:track:5uRTAG2Fs6rQt41HwaIx53,https://api.spotify.com/v1/tracks/5uRTAG2Fs6rQt41HwaIx53,https://open.spotify.com/track/5uRTAG2Fs6rQt41HwaIx53,160988,,False,15,2026-03-12T16:12:56.608Z,1,spotify_id,50138d88-8011-4314-a36b-48e25d13cee4,https://open.spotify.com/track/5uRTAG2Fs6rQt41HwaIx53,USRC12402305,0.107,0.836,0.553,9.22e-06,0.0,0.105,-10.71,1.0,0.0383,85.01,0.833,2026-03-12 16:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,205800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
7BPadP3q9qwMkho3IMPU99,BURN,"¥$, Kanye West, Ty Dolla $ign",track,spotify:track:7BPadP3q9qwMkho3IMPU99,https://api.spotify.com/v1/tracks/7BPadP3q9qwMkho3IMPU99,https://open.spotify.com/track/7BPadP3q9qwMkho3IMPU99,111477,,True,9,2026-03-12T16:10:14.754Z,1,spotify_id,e697d6cd-a5d3-42f5-bc91-50010dca2cf3,https://open.spotify.com/track/7BPadP3q9qwMkho3IMPU99,QZ7XS2400009,0.0166,0.602,0.877,6.51e-06,4.0,0.858,-6.27,0.0,0.385,105.002,0.724,2026-03-12 16:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,205800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
0NjW4SKY3gbfl2orl1p8hr,IFHY (feat. Pharrell),"Tyler, The Creator, Pharrell Williams",track,spotify:track:0NjW4SKY3gbfl2orl1p8hr,https://api.spotify.com/v1/tracks/0NjW4SKY3gbfl2orl1p8hr,https://open.spotify.com/track/0NjW4SKY3gbfl2orl1p8hr,319279,,True,11,2026-03-12T16:08:22.980Z,1,spotify_id,97ab12b9-af05-41d9-b2e5-c080371191d0,https://open.spotify.com/track/0NjW4SKY3gbfl2orl1p8hr,USQX91300228,0.197,0.358,0.715,0.0,7.0,0.581,-6.181,1.0,0.331,85.478,0.275,2026-03-12 16:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,205800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
6c7l5gpEyCNGr86jsWneGy,Awkward,"Tyler, The Creator",track,spotify:track:6c7l5gpEyCNGr86jsWneGy,https://api.spotify.com/v1/tracks/6c7l5gpEyCNGr86jsWneGy,https://open.spotify.com/track/6c7l5gpEyCNGr86jsWneGy,227473,,True,4,2026-03-12T16:03:03.369Z,1,spotify_id,cd212990-b509-4972-8708-2bc1bd147ca2,https://open.spotify.com/track/6c7l5gpEyCNGr86jsWneGy,USQX91300222,0.225,0.472,0.777,0.0283,8.0,0.195,-8.666,1.0,0.294,153.78,0.673,2026-03-12 16:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,205800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
3SAga35lAPYdjj3qyfEsCF,Feel It (From “Invincible”),d4vd,track,spotify:track:3SAga35lAPYdjj3qyfEsCF,https://api.spotify.com/v1/tracks/3SAga35lAPYdjj3qyfEsCF,https://open.spotify.com/track/3SAga35lAPYdjj3qyfEsCF,157974,,False,1,2026-03-12T15:59:14.418Z,1,spotify_id,ab34d1e8-7c6a-43b3-8ae6-25f3b49635e6,https://open.spotify.com/track/3SAga35lAPYdjj3qyfEsCF,USUM72401132,0.0288,0.565,0.593,0.0,8.0,0.215,-5.864,1.0,0.0883,120.509,0.429,2026-03-12 15:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,209400.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
0EWG5cpMUT0Jp0Pye9S0Ne,24 (Turn It Up) (+6),"ANOTR, Kurtis Wells",track,spotify:track:0EWG5cpMUT0Jp0Pye9S0Ne,https://api.spotify.com/v1/tracks/0EWG5cpMUT0Jp0Pye9S0Ne,https://open.spotify.com/track/0EWG5cpMUT0Jp0Pye9S0Ne,180000,,False,1,2026-03-12T15:56:35.688Z,1,spotify_id,441ddea4-3b91-4613-8bc7-5cbe9a89c8e1,https://open.spotify.com/track/0EWG5cpMUT0Jp0Pye9S0Ne,USA2P2463486,0.286,0.762,0.789,0.689,1.0,0.418,-6.261,0.0,0.0288,128.004,0.78,2026-03-12 15:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,209400.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
57ENogEkvFsU7Wmt3lvQMG,Two Six,J. Cole,track,spotify:track:57ENogEkvFsU7Wmt3lvQMG,https://api.spotify.com/v1/tracks/57ENogEkvFsU7Wmt3lvQMG,https://open.spotify.com/track/57ENogEkvFsU7Wmt3lvQMG,196080,,True,2,2026-03-12T15:24:49.656Z,1,spotify_id,cc3dcb9a-a2ea-4572-9eaa-f42c65af51d3,https://open.spotify.com/track/57ENogEkvFsU7Wmt3lvQMG,USUG12600536,0.0949,0.79,0.625,0.0,11.0,0.19,-6.319,0.0,0.206,81.975,0.436,2026-03-12 15:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,209400.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
3SH1vOTwgg5Ma1NhHaXvrA,Echo,The Marías,track,spotify:track:3SH1vOTwgg5Ma1NhHaXvrA,https://api.spotify.com/v1/tracks/3SH1vOTwgg5Ma1NhHaXvrA,https://open.spotify.com/track/3SH1vOTwgg5Ma1NhHaXvrA,209426,,False,3,2026-03-12T15:21:12.433Z,1,spotify_id,0e410067-fc4f-4680-9439-dc32f51c1012,https://open.spotify.com/track/3SH1vOTwgg5Ma1NhHaXvrA,USAT22400840,0.53,0.747,0.453,0.000786,2.0,0.105,-6.884,0.0,0.0413,81.012,0.765,2026-03-12 15:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,209400.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
29iva9idM6rFCPUlu7Rhxl,YUKON,Justin Bieber,track,spotify:track:29iva9idM6rFCPUlu7Rhxl,https://api.spotify.com/v1/tracks/29iva9idM6rFCPUlu7Rhxl,https://open.spotify.com/track/29iva9idM6rFCPUlu7Rhxl,163866,,False,3,2026-03-12T15:13:51.132Z,1,spotify_id,db5da205-56a5-4292-9c70-a89452100408,https://open.spotify.com/track/29iva9idM6rFCPUlu7Rhxl,USUG12506174,0.802,0.446,0.301,0.000164,7.0,0.105,-12.748,0.0,0.218,80.572,0.589,2026-03-12 15:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,209400.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
4AZk9awBXJRVaLS7gOsaMO,Talk Down,Dijon,track,spotify:track:4AZk9awBXJRVaLS7gOsaMO,https://api.spotify.com/v1/tracks/4AZk9awBXJRVaLS7gOsaMO,https://open.spotify.com/track/4AZk9awBXJRVaLS7gOsaMO,151565,,False,9,2026-03-12T15:10:58.866Z,1,spotify_id,dc1cd2a4-a1c6-4e44-b66b-226cc3002033,https://open.spotify.com/track/4AZk9awBXJRVaLS7gOsaMO,USWB12104065,0.182,0.752,0.823,0.0,1.0,0.213,-6.267,1.0,0.139,112.888,0.709,2026-03-12 15:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,209400.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
3IJCSQoLF4YzPAKaxq2JLb,Yoga,"Janelle Monáe, Jidenna",track,spotify:track:3IJCSQoLF4YzPAKaxq2JLb,https://api.spotify.com/v1/tracks/3IJCSQoLF4YzPAKaxq2JLb,https://open.spotify.com/track/3IJCSQoLF4YzPAKaxq2JLb,215532,,False,1,2026-03-12T15:07:32.944Z,1,spotify_id,0ffb2683-3877-4e59-80da-f8d23e9ee32a,https://open.spotify.com/track/3IJCSQoLF4YzPAKaxq2JLb,USSM11501402,0.0159,0.74,0.546,8.41e-05,7.0,0.209,-5.674,0.0,0.0498,130.028,0.375,2026-03-12 15:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,209400.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
5J75NvHDMTbJtLqym6CXuI,Do 2 Me (feat. Anderson .Paak & SiR),"KAYTRANADA, Anderson .Paak, SiR",track,spotify:track:5J75NvHDMTbJtLqym6CXuI,https://api.spotify.com/v1/tracks/5J75NvHDMTbJtLqym6CXuI,https://open.spotify.com/track/5J75NvHDMTbJtLqym6CXuI,230823,,True,15,2026-03-11T23:21:46.295Z,1,spotify_id,bc4fc386-0e9b-4847-a2e9-c8efa1754c17,https://open.spotify.com/track/5J75NvHDMTbJtLqym6CXuI,USRC12401449,0.0895,0.487,0.786,0.0,11.0,0.363,-6.944,0.0,0.228,104.076,0.53,2026-03-11 23:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,267000.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
1e46ZC7vtQcyGEOFbyv1df,Patagonia,Patawawa,track,spotify:track:1e46ZC7vtQcyGEOFbyv1df,https://api.spotify.com/v1/tracks/1e46ZC7vtQcyGEOFbyv1df,https://open.spotify.com/track/1e46ZC7vtQcyGEOFbyv1df,205210,,False,1,2026-03-11T00:22:03.770Z,0,,,,,,,,,,,,,,,,2026-03-11 00:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,349800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
10wbN21d8FXT0cFIaCw1yV,Enchanté,Tim Atlas,track,spotify:track:10wbN21d8FXT0cFIaCw1yV,https://api.spotify.com/v1/tracks/10wbN21d8FXT0cFIaCw1yV,https://open.spotify.com/track/10wbN21d8FXT0cFIaCw1yV,162600,,False,1,2026-03-10T14:45:49.873Z,1,spotify_id,7ddb1d66-1e02-40a8-b372-b3ada94f84b3,https://open.spotify.com/track/10wbN21d8FXT0cFIaCw1yV,CAN112401087,0.115,0.882,0.465,0.111,4.0,0.082,-7.674,0.0,0.0739,109.988,0.683,2026-03-10 14:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,385800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
2LSmH4vxyRhkJ2pPqcmkXw,NOBLE,F3miii,track,spotify:track:2LSmH4vxyRhkJ2pPqcmkXw,https://api.spotify.com/v1/tracks/2LSmH4vxyRhkJ2pPqcmkXw,https://open.spotify.com/track/2LSmH4vxyRhkJ2pPqcmkXw,185806,,False,1,2026-03-10T14:43:07.281Z,0,,,,,,,,,,,,,,,,2026-03-10 14:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,385800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
1h3ODYcDJly0H53W2Ai42Q,Electric U,Kid Bloom,track,spotify:track:1h3ODYcDJly0H53W2Ai42Q,https://api.spotify.com/v1/tracks/1h3ODYcDJly0H53W2Ai42Q,https://open.spotify.com/track/1h3ODYcDJly0H53W2Ai42Q,171696,,False,1,2026-03-10T14:39:59.109Z,1,spotify_id,3dba9511-d346-4ea5-9a0c-28638259f650,https://open.spotify.com/track/1h3ODYcDJly0H53W2Ai42Q,QM2PV1607689,0.378,0.935,0.259,0.000463,1.0,0.0611,-11.088,0.0,0.0517,112.019,0.931,2026-03-10 14:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,385800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
76jsGLoaUN5kgYglcACpvC,Geezer,"Kevin Abstract, Dominic Fike, Geezer",track,spotify:track:76jsGLoaUN5kgYglcACpvC,https://api.spotify.com/v1/tracks/76jsGLoaUN5kgYglcACpvC,https://open.spotify.com/track/76jsGLoaUN5kgYglcACpvC,169776,,True,10,2026-03-10T14:37:05.136Z,0,,,,,,,,,,,,,,,,2026-03-10 14:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,385800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
6tZ3b7ik1QDXFAZlXib0YZ,Kevin’s Heart,J. Cole,track,spotify:track:6tZ3b7ik1QDXFAZlXib0YZ,https://api.spotify.com/v1/tracks/6tZ3b7ik1QDXFAZlXib0YZ,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ,200309,,True,7,2026-03-10T14:34:14.767Z,1,spotify_id,ef4b8e7f-5e08-403e-b183-39894f3f0114,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ,QMJMT1801601,0.482,0.829,0.527,0.0,6.0,0.631,-6.644,0.0,0.367,116.079,0.475,2026-03-10 14:00:00+00:00,41.4866,-81.8037,KCLE,2026-03-15 01:10:00+00:00,385800.0,2.0,-9.0,12.96,80.0,102370.52,16093.44,43.971749191094,Cloudy,cloudy
